"subject" "activity" "features" "mean" "sd"
1 "SITTING" "tBodyGyroJerkMag()3" -0.986495964468085 -0.976153893191489
1 "SITTING" "fBodyAcc()-X3" -0.982174191276596 -0.977229204468085
1 "SITTING" "fBodyAcc()-Y3" -0.964119924042553 -0.95920817787234
1 "SITTING" "fBodyAcc()-Z3" -0.951004129574468 -0.915302914914894
1 "SITTING" "fBodyAccJerk()-X3" -0.984900449361702 -0.987995187659575
1 "SITTING" "fBodyAccJerk()-Y3" -0.977499665957447 -0.980328266170213
1 "SITTING" "fBodyAccJerk()-Z3" -0.978428579574468 -0.984222323829787
1 "SITTING" "fBodyGyro()-X3" -0.946367637212766 -0.958775614893617
1 "SITTING" "fBodyGyro()-Y3" -0.980618175957447 -0.982228501702128
1 "SITTING" "fBodyGyro()-Z3" -0.952017131914894 -0.954639116382979
1 "SITTING" "fBodyAccMag()3" -0.951600150638298 -0.929249541574468
1 "SITTING" "fBodyBodyAccJerkMag()3" -0.980433097446809 -0.978207124042553
1 "SITTING" "fBodyBodyGyroMag()3" -0.94414968212766 -0.928295589446808
1 "SITTING" "fBodyBodyGyroJerkMag()3" -0.976755582978723 -0.976820961276596
1 "STANDING" "tBodyAcc()-X4" 0.273144590943396 -0.354116851433962
1 "STANDING" "tBodyAcc()-Y4" -0.0169426446903774 0.0427921627735849
1 "STANDING" "tBodyAcc()-Z4" -0.117552351471698 -0.343423175660377
1 "STANDING" "tGravityAcc()-X4" 0.834039787924528 -0.97116267754717
1 "STANDING" "tGravityAcc()-Y4" -0.214512269245283 -0.969038155471698
1 "STANDING" "tGravityAcc()-Z4" -0.119603943283019 -0.932872962830189
1 "STANDING" "tBodyAccJerk()-X4" 0.0803750284849057 -0.166411031739623
1 "STANDING" "tBodyAccJerk()-Y4" 0.018540718 -0.0042654599245283
1 "STANDING" "tBodyAccJerk()-Z4" -0.0012322906490566 -0.517415562075472
1 "STANDING" "tBodyGyro()-X4" -0.0349900251490566 -0.520630120566038
1 "STANDING" "tBodyGyro()-Y4" -0.0765035185283019 -0.150821045188679
1 "STANDING" "tBodyGyro()-Z4" 0.0827385604150943 -0.405878695471698
1 "STANDING" "tBodyGyroJerk()-X4" -0.0839981074754717 -0.265496099283019
1 "STANDING" "tBodyGyroJerk()-Y4" -0.042373979790566 -0.334338739433962
1 "STANDING" "tBodyGyroJerk()-Z4" -0.0448027595792453 -0.452475414716981
1 "STANDING" "tBodyAccMag()4" -0.217806963943396 -0.255118321056604
1 "STANDING" "tGravityAccMag()4" -0.217806963943396 -0.255118321056604
1 "STANDING" "tBodyAccJerkMag()4" -0.20599574690566 -0.0935002387535849
1 "STANDING" "tBodyGyroMag()4" -0.249701563018868 -0.24522028090566
1 "STANDING" "tBodyGyroJerkMag()4" -0.340199488169811 -0.35381783254717
1 "STANDING" "fBodyAcc()-X4" -0.264245611075472 -0.393948083509434
1 "STANDING" "fBodyAcc()-Y4" 0.0168547706075472 -0.010513778645283
1 "STANDING" "fBodyAcc()-Z4" -0.402233918301887 -0.364000626226415
1 "STANDING" "fBodyAccJerk()-X4" -0.22292966664717 -0.182098882056604
1 "STANDING" "fBodyAccJerk()-Y4" -0.101599174549057 0.0344851225984906
1 "STANDING" "fBodyAccJerk()-Z4" -0.496446350566038 -0.536353886037736
1 "STANDING" "fBodyGyro()-X4" -0.405721767283019 -0.557647750377358
1 "STANDING" "fBodyGyro()-Y4" -0.179702577683019 -0.140143865954717
1 "STANDING" "fBodyGyro()-Z4" -0.31620683290566 -0.493273970943396
1 "STANDING" "fBodyAccMag()4" -0.175929497283019 -0.422009976981132
1 "STANDING" "fBodyBodyAccJerkMag()4" -0.0866997213464151 -0.108034001343396
1 "STANDING" "fBodyBodyGyroMag()4" -0.252927610867925 -0.373260305471698
1 "STANDING" "fBodyBodyGyroJerkMag()4" -0.353798698660377 -0.399940528301887
1 "LAYING" "tBodyAcc()-X5" 0.264910935 -0.16149768963858
1 "LAYING" "tBodyAcc()-Y5" -0.0170155492222 0.013532577972
1 "LAYING" "tBodyAcc()-Z5" -0.10025385794 -0.103566422174
1 "LAYING" "tGravityAcc()-X5" 0.9009032928 -0.9527740144
1 "LAYING" "tGravityAcc()-Y5" -0.3403962496 -0.9403482924
1 "LAYING" "tGravityAcc()-Z5" -0.09713093598 -0.909998578
1 "LAYING" "tBodyAccJerk()-X5" 0.057410024328 -0.218900438528
1 "LAYING" "tBodyAccJerk()-Y5" 0.032184195216 -0.234107287528
1 "LAYING" "tBodyAccJerk()-Z5" -0.00902414298 -0.5298629264
1 "LAYING" "tBodyGyro()-X5" 0.050669149972 -0.503403863
1 "LAYING" "tBodyGyro()-Y5" -0.16081713398 -0.037234836526
1 "LAYING" "tBodyGyro()-Z5" 0.060148497862 -0.314784659098
1 "LAYING" "tBodyGyroJerk()-X5" -0.1159700903266 -0.5400333098
1 "LAYING" "tBodyGyroJerk()-Y5" -0.04063655997 -0.415117168
1 "LAYING" "tBodyGyroJerk()-Z5" -0.0304442873214 -0.438693319
1 "LAYING" "tBodyAccMag()5" -0.0388603306376 -0.148963224906
1 "LAYING" "tGravityAccMag()5" -0.0388603306376 -0.148963224906
1 "LAYING" "tBodyAccJerkMag()5" -0.271707237782 -0.244824893394
1 "LAYING" "tBodyGyroMag()5" -0.08636279798 -0.17837260228
1 "LAYING" "tBodyGyroJerkMag()5" -0.43486128168 -0.48426313218
1 "LAYING" "fBodyAcc()-X5" -0.174050887774 -0.15894128972
1 "LAYING" "fBodyAcc()-Y5" -0.085230776038 -0.006994954442
1 "LAYING" "fBodyAcc()-Z5" -0.33468670726 -0.074922005048
1 "LAYING" "fBodyAccJerk()-X5" -0.24747792722 -0.2595468360454
1 "LAYING" "fBodyAccJerk()-Y5" -0.2652116825 -0.253105138518
1 "LAYING" "fBodyAccJerk()-Z5" -0.4923391636 -0.5656871606
1 "LAYING" "fBodyGyro()-X5" -0.428004528 -0.5312069016
1 "LAYING" "fBodyGyro()-Y5" -0.199413304 0.02517046954
1 "LAYING" "fBodyGyro()-Z5" -0.2423866031 -0.4039579596
1 "LAYING" "fBodyAccMag()5" -0.12958046148 -0.295141021612
1 "LAYING" "fBodyBodyAccJerkMag()5" -0.19495520972 -0.319337623412
1 "LAYING" "fBodyBodyGyroMag()5" -0.25112989212 -0.2827923772
1 "LAYING" "fBodyBodyGyroJerkMag()5" -0.46268880716 -0.55284959884
2 "WALKING" "tBodyAcc()-X6" 0.262089373135593 -0.966421231694915
2 "WALKING" "tBodyAcc()-Y6" -0.00318123212033898 -0.86859846559322
2 "WALKING" "tBodyAcc()-Z6" -0.0910678570677966 -0.917279347627119
2 "WALKING" "tGravityAcc()-X6" 0.873398551694915 -0.962464122711864
2 "WALKING" "tGravityAcc()-Y6" -0.0815909516659322 -0.916880393898305
2 "WALKING" "tGravityAcc()-Z6" 0.157953263067797 -0.91628508
2 "WALKING" "tBodyAccJerk()-X6" 0.0756368374474576 -0.965693209830508
2 "WALKING" "tBodyAccJerk()-Y6" 0.0101036505661017 -0.947386019152542
2 "WALKING" "tBodyAccJerk()-Z6" -0.00758309651525424 -0.975652815254237
2 "WALKING" "tBodyGyro()-X6" -0.0270047151949153 -0.943408131355932
2 "WALKING" "tBodyGyro()-Y6" -0.063069827040678 -0.944057097288136
2 "WALKING" "tBodyGyro()-Z6" 0.0893686920305085 -0.916371857118644
2 "WALKING" "tBodyGyroJerk()-X6" -0.101951774915254 -0.958905277966102
2 "WALKING" "tBodyGyroJerk()-Y6" -0.0420375338813559 -0.974035131864407
2 "WALKING" "tBodyGyroJerk()-Z6" -0.046872423089322 -0.963460928983051
2 "WALKING" "tBodyAccMag()6" -0.911656462711864 -0.891247616610169
2 "WALKING" "tGravityAccMag()6" -0.911656462711864 -0.891247616610169
2 "WALKING" "tBodyAccJerkMag()6" -0.963767736779661 -0.960502182881356
2 "WALKING" "tBodyGyroMag()6" -0.906226405932203 -0.90968717
2 "WALKING" "tBodyGyroJerkMag()6" -0.97004182338983 -0.968361240677966
2 "WALKING" "fBodyAcc()-X6" -0.962911702881356 -0.968295323728814
2 "WALKING" "fBodyAcc()-Y6" -0.89625721 -0.863965305762712
2 "WALKING" "fBodyAcc()-Z6" -0.940771398983051 -0.911638140677966
2 "WALKING" "fBodyAccJerk()-X6" -0.965700121864407 -0.968951852372881
2 "WALKING" "fBodyAccJerk()-Y6" -0.948816328474576 -0.949714778983051
2 "WALKING" "fBodyAccJerk()-Z6" -0.972015447457627 -0.97794584779661
2 "WALKING" "fBodyGyro()-X6" -0.937405536271186 -0.945716904915254
2 "WALKING" "fBodyGyro()-Y6" -0.949836916101695 -0.941380519661017
2 "WALKING" "fBodyGyro()-Z6" -0.918908268983051 -0.923734463220339
2 "WALKING" "fBodyAccMag()6" -0.914013617288136 -0.897365334067797
2 "WALKING" "fBodyBodyAccJerkMag()6" -0.959306306440678 -0.961355058305085
2 "WALKING" "fBodyBodyGyroMag()6" -0.931117422881356 -0.912008582881356
2 "WALKING" "fBodyBodyGyroJerkMag()6" -0.969483270677966 -0.968856791525424
2 "WALKING_UPSTAIRS" "tBodyAcc()-X7" 0.276404368333333 -0.751975334583333
2 "WALKING_UPSTAIRS" "tBodyAcc()-Y7" -0.0172773080416667 -0.622546576858333
2 "WALKING_UPSTAIRS" "tBodyAcc()-Z7" -0.109662927583333 -0.7404485
2 "WALKING_UPSTAIRS" "tGravityAcc()-X7" 0.219228056875 -0.984456090208333
2 "WALKING_UPSTAIRS" "tGravityAcc()-Y7" 0.367840560208333 -0.978946525
2 "WALKING_UPSTAIRS" "tGravityAcc()-Z7" 0.261886830583333 -0.970844322083333
2 "WALKING_UPSTAIRS" "tBodyAccJerk()-X7" 0.0953733334416667 -0.727582140833333
2 "WALKING_UPSTAIRS" "tBodyAccJerk()-Y7" 0.00799935918958333 -0.633013874145833
2 "WALKING_UPSTAIRS" "tBodyAccJerk()-Z7" -0.00281205952521875 -0.807667759375
2 "WALKING_UPSTAIRS" "tBodyGyro()-X7" -0.0331201098260417 -0.816674906666667
2 "WALKING_UPSTAIRS" "tBodyGyro()-Y7" -0.070094523625 -0.838596577083333
2 "WALKING_UPSTAIRS" "tBodyGyro()-Z7" 0.101813516695833 -0.779142936666667
2 "WALKING_UPSTAIRS" "tBodyGyroJerk()-X7" -0.0976087392291667 -0.7500566225
2 "WALKING_UPSTAIRS" "tBodyGyroJerk()-Y7" -0.0386152781875 -0.879920623541667
2 "WALKING_UPSTAIRS" "tBodyGyroJerk()-Z7" -0.0654902167333333 -0.81530224875
2 "WALKING_UPSTAIRS" "tBodyAccMag()7" -0.704111112291667 -0.729432404583333
2 "WALKING_UPSTAIRS" "tGravityAccMag()7" -0.704111112291667 -0.729432404583333
2 "WALKING_UPSTAIRS" "tBodyAccJerkMag()7" -0.723819990416667 -0.675456373333333
2 "WALKING_UPSTAIRS" "tBodyGyroMag()7" -0.7780393325 -0.817141183958333
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag()7" -0.837808125625 -0.840595846458333
2 "WALKING_UPSTAIRS" "fBodyAcc()-X7" -0.747791721041667 -0.753936430416667
2 "WALKING_UPSTAIRS" "fBodyAcc()-Y7" -0.647292279895833 -0.633450987325
2 "WALKING_UPSTAIRS" "fBodyAcc()-Z7" -0.761546161666667 -0.748926053541667
2 "WALKING_UPSTAIRS" "fBodyAccJerk()-X7" -0.739919968333333 -0.739283040625
2 "WALKING_UPSTAIRS" "fBodyAccJerk()-Y7" -0.678166136833333 -0.609374531579167
2 "WALKING_UPSTAIRS" "fBodyAccJerk()-Z7" -0.807210774791667 -0.807319749375
2 "WALKING_UPSTAIRS" "fBodyGyro()-X7" -0.757630407291667 -0.835733487291667
2 "WALKING_UPSTAIRS" "fBodyGyro()-Y7" -0.841756286666667 -0.838204218333333
2 "WALKING_UPSTAIRS" "fBodyGyro()-Z7" -0.765497168958333 -0.804209121458333
2 "WALKING_UPSTAIRS" "fBodyAccMag()7" -0.723858778125 -0.774502111666667
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag()7" -0.70335524375 -0.644603577291667
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag()7" -0.829024407083333 -0.840681633541667
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag()7" -0.860864680208333 -0.828093452916667
2 "WALKING_DOWNSTAIRS" "tBodyAcc()-X8" 0.277719314659574 -0.18093643987234
2 "WALKING_DOWNSTAIRS" "tBodyAcc()-Y8" -0.02164280067 0.00866150107659574
2 "WALKING_DOWNSTAIRS" "tBodyAcc()-Z8" -0.110503473393617 -0.383548395297872
2 "WALKING_DOWNSTAIRS" "tGravityAcc()-X8" 0.924668439787234 -0.95385767787234
2 "WALKING_DOWNSTAIRS" "tGravityAcc()-Y8" -0.288966110212766 -0.936305169574468
2 "WALKING_DOWNSTAIRS" "tGravityAcc()-Z8" -0.113997105808511 -0.898453078723404
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk()-X8" 0.0503796861234043 -0.202610498553191
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk()-Y8" 0.0431577362340426 -0.0942454544468085
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk()-Z8" 0.00918881425765958 -0.60948797212766
2 "WALKING_DOWNSTAIRS" "tBodyGyro()-X8" -0.0371609018042553 -0.365793017142553
2 "WALKING_DOWNSTAIRS" "tBodyGyro()-Y8" -0.0714080303702128 -0.581265268297872
2 "WALKING_DOWNSTAIRS" "tBodyGyro()-Z8" 0.0781897860851064 -0.46920260106383
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk()-X8" -0.107274457468085 -0.351957648829787
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk()-Y8" -0.0421330774382979 -0.733156979787234
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk()-Z8" -0.0468063916851064 -0.477683743042553
2 "WALKING_DOWNSTAIRS" "tBodyAccMag()8" -0.116615063574468 -0.188144729744681
2 "WALKING_DOWNSTAIRS" "tGravityAccMag()8" -0.116615063574468 -0.188144729744681
2 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag()8" -0.26521555906383 -0.16560095283617
2 "WALKING_DOWNSTAIRS" "tBodyGyroMag()8" -0.296437039361702 -0.357154213553191
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag()8" -0.576700340212766 -0.629235625319149
2 "WALKING_DOWNSTAIRS" "fBodyAcc()-X8" -0.170621658276596 -0.186797964176596
2 "WALKING_DOWNSTAIRS" "fBodyAcc()-Y8" 0.013031192293617 -0.0590451745468085
2 "WALKING_DOWNSTAIRS" "fBodyAcc()-Z8" -0.438704877446809 -0.404115846148936
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk()-X8" -0.211871796870213 -0.266219347382979
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk()-Y8" -0.132556509957447 -0.115600579814894
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk()-Z8" -0.573276345957447 -0.644544235744681
2 "WALKING_DOWNSTAIRS" "fBodyGyro()-X8" -0.243620483765957 -0.408152641085106
2 "WALKING_DOWNSTAIRS" "fBodyGyro()-Y8" -0.604256239787234 -0.572574524042553
2 "WALKING_DOWNSTAIRS" "fBodyGyro()-Z8" -0.370579030591489 -0.55570316212766
2 "WALKING_DOWNSTAIRS" "fBodyAccMag()8" -0.11790069512766 -0.358578981359574
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag()8" -0.137850932868085 -0.210493984770213
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag()8" -0.439219635340426 -0.416672344680851
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag()8" -0.628406686595745 -0.65814201893617
2 "SITTING" "tBodyAcc()-X9" 0.269367046782609 -0.62758205
2 "SITTING" "tBodyAcc()-Y9" -0.0223922195580435 -0.439850052580435
2 "SITTING" "tBodyAcc()-Z9" -0.108067636835261 -0.644574705869565
2 "SITTING" "tGravityAcc()-X9" 0.913284305652174 -0.966702054130435
2 "SITTING" "tGravityAcc()-Y9" -0.341624717391304 -0.93832371
2 "SITTING" "tGravityAcc()-Z9" -0.087458317676087 -0.921433713913044
2 "SITTING" "tBodyAccJerk()-X9" 0.0609059276063043 -0.709974298478261
2 "SITTING" "tBodyAccJerk()-Y9" 0.00575630049565217 -0.591037187867391
2 "SITTING" "tBodyAccJerk()-Z9" -0.0124970243197826 -0.840427939782609
2 "SITTING" "tBodyGyro()-X9" -0.019723417776087 -0.668037754304348
2 "SITTING" "tBodyGyro()-Y9" -0.0771818082608696 -0.757651075217391
2 "SITTING" "tBodyGyro()-Z9" 0.0698354418978261 -0.706891587608696
2 "SITTING" "tBodyGyroJerk()-X9" -0.0854609925217391 -0.726270232391304
2 "SITTING" "tBodyGyroJerk()-Y9" -0.0481606196891304 -0.871900240652174
2 "SITTING" "tBodyGyroJerk()-Z9" -0.0587781397543478 -0.767380322608696
